Name,Geoloc,Pinned
Hendrick Health - Clinical Informatics Education,"32.4718235, -99.7325631",
Hendrix Precision Maintenance,"34.5437484, -86.9666037",
Hendry School District,"26.6105319, -81.0754657",
Henley Business School (University of Reading),"51.443037, -0.9469794",
Henrico County Public Schools,"37.5059332, -77.3324425",
Henry County Public Schools,"36.6588867, -79.96403389999999",
Henry Ford College,"42.3242969, -83.2376024",
Henry Ford Genesys Hospital,"42.8908441, -83.6372061",
Henry Ford Learning Institute,"42.3023263, -83.23381169999999",
Henry Ford St. John Hospital,"42.4200496, -82.9142148",
HEP UK - Canterbury Christ Church University,"51.27949599999999, 1.0898758",
Heriot-Watt University,"55.9095155, -3.320646",
Heritage Christian School,"39.888232, -86.05974069999999",
Heritage Christian University,"34.8561377, -87.66297490000001",
Heritage College,"45.4551729, -75.7648288",
Heritage College Lake Macquarie,"-33.0985355, 151.5073953",
Heritage School,"30.261947, -98.89886899999999",
Heritage Valley Health System,"40.7121978, -80.32249089999999",
Herkimer-Fulton-Hamilton-Otsego BOCES,"43.02531930000001, -74.9859135",
Herman Ostrow School of Dentistry of USC,"34.0239357, -118.2863117",
Hernando Schools,"28.5578826, -82.4752757",
Herriman Panda Project,"40.5141147, -112.0329938",
Hershey Public Schools,"41.1562306, -101.0010963",
Hertford County Schools,"36.3761772, -77.0564464",
Herzing University,Address not found,
Herzog Foundation Institute,Address not found,
Hester Hornbrook Academy,"-37.8165303, 144.9561389",
Hetherington Group,"41.0505034, -74.28949949999999",
Hewitt School,"40.773476, -73.96311039999999",
HF & VUC Klar,Address not found,
HHL Leipzig Graduate School of Management,"51.3398798, 12.3506563",
HHMI,Address not found,
HHMI BioInteractive,Address not found,
Hibernia College,"53.3447458, -6.2497297",
Hickory City Schools,"35.745459, -81.3509416",
Hickory Grove Christian School,"35.2220807, -80.725241",
High Desert ESD,"44.2499524, -121.1732179",
High Desert Montessori Charter School,"39.5483442, -119.7841954",
High Plains Community Schools,"41.0739299, -97.78253629999999",
High Point Christian Academy,"35.951341, -80.025736",
High School for Community Leadership,"40.71443319999999, -73.79825240000001",
High School of Hospitality Management,"40.7655356, -73.9931625",
High Sierra Area Health Education Center,"39.4924093, -119.8034296",
High Tech High School,"40.7611444, -74.0830304",
High Tech Institute,"51.4440159, 5.4803497",
Higher Ed Partners,"-26.1307848, 27.9683605",
Higher Ed Partners (HEP UK),"55.378051, -3.435973",
Higher Ed Partners Africa,Address not found,
Higher Education for Incarcerated Youth Program,Address not found,
Higher Education Institute,"-33.8704452, 151.2052811",
Higher Education Leadership Institute,"-37.8195138, 144.9534776",
Highland Community College - KS,"39.85998800000001, -95.27158639999999",
Highland County Public Schools,"38.3999743, -79.60528839999999",
Highland Park ISD (Dallas County),"32.8438115, -96.797592",
Highland Prep Academies,"33.6135007, -112.394799",
Highland School District,"36.2963304, -91.55961169999999",
Highlands Educational Services,Address not found,
Highlands Virtual School,"27.3688418, -81.2518833",
Highline College,"47.38833469999999, -122.3017666",
Highline Public Schools,"47.4500032, -122.3315213",
Highmark Charter School,"41.1262557, -111.9143211",
Highpoint Learning,Address not found,
HighScope Foundation,"42.2489629, -83.6080247",
Higley Unified School District,"33.2882759, -111.7018452",
Hill Country Christian School Of Austin,"30.4644625, -97.8188156",
Hillcrest Christian College,"-28.1031826, 153.3976404",
Hilliard City School District,"40.0474248, -83.1863358",
Hilliard City School District -old,"40.0474248, -83.1863358",
Hillsboro Online Academy,"45.5183672, -122.9840169",
Hillsboro-Deering,"43.1148529, -71.8948994",
Hillsborough Community College,"28.0260852, -82.1030339",
Hillsborough County Public Schools,"27.9903597, -82.3017728",
Hillsborough County Public Schools - Adult Education,"27.9903597, -82.3017728",
Hillsborough County Public Schools - HTC,"27.9903597, -82.3017728",
Hillsborough County Sheriffs Office,"27.9650461, -82.3335633",
Hillsborough Schools,"27.9903597, -82.3017728",
Hillsdale College,"41.9325757, -84.6306714",
Hillsides,"34.1244859, -118.1758697",
Hillsong College,"-33.7351232, 150.9615859",
Hilmar Unified School District,"37.3294349, -120.8728615",
Hinds Community College,"32.2552988, -90.4141841",
Hinds Community College (OLD),"32.2552988, -90.4141841",
Hinds Community College,"32.2552988, -90.4141841",
Hinsdale Twp Hsd 86,"41.7889471, -87.9311875",
Hinton Community School,"42.6229715, -96.29556079999999",
Hinton School District 161,Address not found,
HIP Sobriety,Address not found,
Hippo Education,Address not found,
Hippy Australia,"-25.274398, 133.775136",
Hitachi Academy,Address not found,
HiVolda-ToppNode,"62.14790900000001, 6.082571499999999",
HJI International Graduate School for Peace and Public Leadership,Address not found,
HKCIC,Address not found,
HKU University of the Arts Utrecht,"52.0957532, 5.111538599999999",
HMGMA,"32.1646328, -81.446128",
HMP,Address not found,
HMS,Address not found,
Hobart and William Smith,"42.8581453, -76.9866497",
Hobbs Municipal Schools,"32.6408021, -103.2663479",
Hochschule Luzern,"47.05016819999999, 8.3093072",
Hockinson School District,"45.7382453, -122.4883072",
Hofstra University,"40.7167929, -73.5994051",
Hofstra University,"40.7167929, -73.5994051",
Hogeschool Gent,"51.0499922, 3.7303853",
Hogeschool Rotterdam,"51.9244201, 4.4777325",
Hogeschool Rotterdam 2021,"51.9244201, 4.4777325",
Hogeschool Utrecht,"52.09901, 5.109055",
Hogsalt,"41.90106, -87.6512504",
Hogskolan Kristianstad,"56.0484832, 14.1463248",
Hogwarts,Address not found,
Hoke County Schools,"34.9561255, -79.24511489999999",
Holland Public Schools,"42.7753044, -86.12194459999999",
Hollis Montessori School,"42.7694854, -71.5910949",
Hollywood CPR,"33.9478855, -118.3957195",
Hollywood Institute of Beauty Careers,"28.6330983, -81.321461",
Holmen School District,"43.9749916, -91.2506002",
Holmes CC (new),"32.9691105, -89.9121229",
Holmes CC (old),"32.9691105, -89.9121229",
Holmes County Consolidated School District,"33.16886600000001, -90.0746767",
Holmes School District,"33.16886600000001, -90.0746767",
Holton-Arms School,"38.9916926, -77.1477446",
Holts Academy,Address not found,
Holy Angel University,"15.133078, 120.590011",
Holy Cross College,"41.698348, -86.254278",
Holy Cross High School,"40.7711013, -73.7954266",
Holy Family Catholic High School,"44.8584745, -93.64389249999999",
Holy Family University,"40.0609234, -74.9873319",
Holy Innocents' Episcopal School,"33.9078454, -84.4151831",
Holy Trinity Catholic Schools Inc,"40.6368249, -91.343368",
"Holy Trinity Catholic Schools, Inc.","40.6368249, -91.343368",
Holy Trinity School,"43.9057662, -79.4263619",
Holyoke Community College,"42.1954, -72.6503",
Home-Schoolers,"27.825113, -81.438773",
HomeLife Academy,"35.708745, -88.8348211",
Homer Community School District,Address not found,
Homer Stryker M.D. School of Medicine,"42.2895949, -85.5795287",
"Homeschool Campus OC., Inc",Address not found,
Homestead Schools,"33.809088, -118.350134",
Hondo ISD,"29.3357982, -99.14561529999999",
Hondo Valley Public Schools,"33.4839563, -105.1258955",
Honeywell Automation College,"40.1382481, -75.192337",
Hong Kong Academy for Performing Arts,"22.2801253, 114.170131",
Hong Kong Academy of Medicine,"22.2507954, 114.1717473",
Hong Kong Adventist Academy - HKAA,"22.3073621, 114.2865282",
Hong Kong DONG'S,"22.3193039, 114.1693611",
Honoka'a High & Intermediate School,"20.0754846, -155.462208",
Honolulu Board of Realtors,"21.2819705, -157.7993577",
Honolulu Community College,"21.320666, -157.8697388",
Honoris United Universities,"51.5052502, -0.0804974",
Honors Academy of Literature,"39.5254831, -119.8173191",
Hood College,"39.4227353, -77.4186862",
Hood Theological Seminary,"35.6444037, -80.4801458",
Hoonah City School District,"58.1191255, -135.4359452",
Hope Academy High School,"42.3356918, -83.1158162",
Hope Christian School,"35.173472, -106.5691869",
Hope College,"42.788199, -86.0970868",
Hope College of Arts and Science,Address not found,
Hope Gospel Mission,Address not found,
Hope International University,"33.876788, -117.8854268",
Hope Renovations,"35.9230824, -79.0547175",
Hopewell Public Schools,"37.2873376, -77.30372299999999",
Hopi Junior Senior High School,"35.8173043, -110.3077872",
Hopkins Public Schools,"42.6499009, -85.78716630000001",
Hopkinsville Fire & EMS Training Academy,"36.8655394, -87.48890639999999",
Hopkinton School District,"43.1947744, -71.69106599999999",
Hopwood Hall,"53.56967, -2.1879435",
Hopwood Hall College,"53.6166984, -2.1633113",
Hoquiam School District,"46.9839951, -123.9066608",
Horizon Academy West,"35.1170433, -106.7231762",
Horizon Charter School of Tampa,"27.998323, -82.56212",
Horizon Christian School,"45.69711299999999, -121.5174636",
Horizon College & Seminary,"52.1454268, -106.5843712",
Horizon Educational,Address not found,
Horizon Prep,"32.9961594, -117.1990312",
Horizon: Digitally Enhanced Campus,Address not found,
Horry County Schools,"33.9196567, -78.9288242",
Horseheads Central School District,"42.1971677, -76.8028933",
Hortonville Area School District,"44.3337272, -88.57585739999999",
Hosei University,"35.6958117, 139.74161",
Hospice and Palliative Nurses Association (HPNA) - Canvas Cloud,Address not found,
Hospital Alemão Oswaldo Cruz,"-23.5691765, -46.6437394",
Hospital Israelita Albert Einstein,"-23.5999746, -46.7152573",
Hospital Sírio-Libanês,Address not found,
Hospitality Financial and Technology Professionals,"30.40447409999999, -97.85150019999999",
Hospitality Insights,Address not found,
Hotelschool The Hague,"52.1076895, 4.292195899999999",
Houghton Lake Community School District,"44.31580779999999, -84.7315563",
House Municipal Schools,"34.71365550000001, -103.9608091",
House of Blues Foundation,Address not found,
House of Commons of Canada,"56.130366, -106.346771",
House of Learning (Builders Academy),Address not found,
Housing Authority of the County of Kern,"35.380427, -119.007984",
Housing Industry Association,Address not found,
Houston,"29.7600771, -95.37011079999999",
Houston Baptist University Online,"29.6946466, -95.51621569999999",
Houston Christian University,"29.6946466, -95.51621569999999",
Houston City College,"29.7600771, -95.37011079999999",
Houston County School District,"32.4219655, -83.63484299999999",
Houston Independent School District,"29.727312, -95.35208759999999",
Houston R-I,"37.3213139, -92.1057549",
HOW College,Address not found,
How I Decide,Address not found,
How Institute,Address not found,
Howard Community College,"39.2124763, -76.8783768",
Howard County Public Schools,"39.2873463, -76.964306",
Howard Payne University,"31.7156919, -98.9871565",
Howard University,"38.9226843, -77.0194377",
Howe Independent School District,"33.5068357, -96.642433",
Howells Community Catholic School,"41.7253371, -97.0073559",
Howells-Dodge Consolidated Schools,"41.7299608, -96.9423844",
Howest,"50.8217795, 3.2506683",
Howest_all,"50.8217795, 3.2506683",
Hozho Academy,"35.5186157, -108.742012",
HPI College,"27.1890196, 88.50248979999999",
HRSD,"36.8966035, -76.1876611",
HS Aalen,"48.8377458, 10.0743757",
HSEL Training,Address not found,
HSL Braille College Inc.,"14.5157492, 121.0614682",
HSLDA Online Academy,Address not found,
HSSIB,Address not found,
HTS Soluções,Address not found,
HubSpot,Address not found,
Hudson Community Schools,Address not found,
Hudson County Community College,"40.7307573, -74.0624145",
Hudson Institute of Coaching,"34.418752, -119.70384",
Hudson ISD,"31.3321055, -94.8313257",
Hudson Valley RBERN @ SWBOCES,"40.9736336, -73.7417665",
Huffman ISD,"30.0379935, -95.0806918",
Hugo Mentors,Address not found,
Hull College Group,"53.7472728, -0.3313708",
Hult International Business School,"25.1039842, 55.1676921",
Humacao Community College,"18.1483305, -65.8257946",
Humak University of Applied Sciences,"60.22162580000001, 24.9018382",
Humanistiskt L?rcentrum,"48.2073164, 18.6032194",
Humanitas Centros de Educación,"40.5334683, -3.6561213",
Humanitas Torrejon,"40.4545208, -3.4429096",
Humanitas Tres Cantos,"40.6159191, -3.716791",
Humber College,"43.729212, -79.60689359999999",
Humboldt City School District,"35.8285089, -88.90785269999999",
Humboldt County School District,"41.5931459, -118.5500954",
Humboldt Table Rock Steinauer School District,"40.2101929, -96.0891032",
Hume Anglican Grammar School,"-37.56841, 144.93112",
Humphrey Public Schools,"41.7001104, -97.6939069",
Hunter Business School,"40.7281161, -73.5013324",
Hunter Certificates,Address not found,
Hunter Christian School,"-32.8897613, 151.738516",
Hunter River High School,"-32.7824213, 151.7361689",
Hunter School of Performing Arts,"-32.9240739, 151.7277302",
Hunter Sports High School,"-32.98608340000001, 151.6913609",
Huntingdon Area School District,"40.5087323, -77.9510209",
Huntingdon College,"32.3512366, -86.2853001",
Huntingdon County Career and Technology Center,"40.43429160000001, -77.9277453",
Huntington Beach City,"33.6594835, -117.9988026",
Huntington Beach Union High School District,"33.6979586, -117.9951862",
Huntington County Community School Corporation,"40.7911217, -85.52002399999999",
Huntington ISD,"31.3205454, -94.5211935",
Huntington University,"40.8988161, -85.4991139",
Huntsville City Schools,"34.6605511, -86.6006249",
Hurst-Euless-Bedford ISD,"32.8199769, -97.12516989999999",
Hussian College,"39.962123, -75.16404109999999",
Hussmann Corporation,"34.002368, -117.7091131",
Husson University,"44.8277943, -68.7936927",
Husson University,"44.8277943, -68.7936927",
Huston-Tillotson University,"30.2645512, -97.7223212",
Hutchinson Community College,"38.068019, -97.920531",
Hutto Independent School District,"30.5451371, -97.5430725",
Hyannis Area Schools,Address not found,
Hybrid Learning Consortium,Address not found,
Hybrid Learning Institute,Address not found,
Hydaburg City School District,"55.2077543, -132.8256496",
